adname,cityname,location,name,type
海淀区,北京市,116.329829#39.967846,华世运通科技,购物服务;购物相关场所;购物相关场所
海淀区,北京市,116.318446#40.027352,北京体育大学国家训练基地综合馆,体育休闲服务;运动场馆;综合体育馆
海淀区,北京市,116.32902#39.904986,味多美(会城门店),餐饮服务;糕饼店;糕饼店
海淀区,北京市,116.257606#39.905328,复兴路40号院,商务住宅;住宅区;住宅小区
海淀区,北京市,116.328161#40.005366,清华大学学生职业发展指导中心,科教文化服务;培训机构;培训机构
海淀区,北京市,116.361172#39.953883,今典花园8号楼,地名地址信息;门牌信息;楼栋号
海淀区,北京市,116.31071#39.914268,宋庆龄儿童科学技术馆(西门),通行设施;临街院门;临街院门
海淀区,北京市,116.253852#39.924223,玉阜嘉园社区居委会,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
海淀区,北京市,116.333299#39.988739,龙湖唐宁one(西门),通行设施;临街院门;临街院门
海淀区,北京市,116.268971#39.899842,金玉元写字楼E座(东门),通行设施;建筑物门;建筑物正门
海淀区,北京市,116.342653#39.970126,楼梯(蓝景丽家大钟寺家居广场),室内设施;室内设施;室内设施
海淀区,北京市,116.352614#39.970501,干洗水洗,生活服务;洗衣店;洗衣店
海淀区,北京市,116.324016#39.97301,我家园,商务住宅;商务住宅相关;商务住宅相关
海淀区,北京市,116.306196#39.944216,国斌培训学校,科教文化服务;培训机构;培训机构
海淀区,北京市,116.292188#39.993051,颐东苑-南一院,商务住宅;住宅区;住宅区
海淀区,北京市,116.218103#40.034464,邻加艺术(西山林语店),购物服务;购物相关场所;购物相关场所
海淀区,北京市,116.314124#39.987598,北京大学五四排球场,体育休闲服务;运动场馆;运动场所
海淀区,北京市,116.248148#39.929153,福建厂家茶零售批发,购物服务;专卖店;专营店
海淀区,北京市,116.282473#39.952004,羲健身健康工作室(北京世纪金源店),体育休闲服务;运动场馆;健身中心
海淀区,北京市,116.303753#39.970817,万泉庄4号楼-二单元,地名地址信息;门牌信息;门牌信息
海淀区,北京市,116.235083#39.950372,北京0.5家政服务,生活服务;中介机构;中介机构
海淀区,北京市,116.269886#39.904794,北京立生旅馆,住宿服务;住宿服务相关;住宿服务相关
海淀区,北京市,116.26866#40.032284,中国银行委员会党校,科教文化服务;培训机构;培训机构|科教文化服务;学校;学校
海淀区,北京市,116.327694#39.982363,公共厕所,公共设施;公共厕所;公共厕所
海淀区,北京市,116.245111#39.926544,田村山体育中心停车场,交通设施服务;停车场;公共停车场
海淀区,北京市,116.323187#39.898015,中国婚道婚嫁产业研究院,科教文化服务;科研机构;科研机构
海淀区,北京市,116.210596#40.03992,颐阳一区社区居委会,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
海淀区,北京市,116.204788#39.994433,北京家常炒菜(香山店),餐饮服务;中餐厅;北京菜
海淀区,北京市,116.31147#39.965346,三义庙-西区,风景名胜;风景名胜;风景名胜
海淀区,北京市,116.335222#39.975029,小猪短租网,公司企业;公司;网络科技
海淀区,北京市,116.272051#39.953393,朴悦堂中医养生馆(四季青店),生活服务;洗浴推拿场所;洗浴推拿场所
海淀区,北京市,116.258668#39.953886,北京希福电气安装工程有限公司,公司企业;公司;机械电子
海淀区,北京市,116.299628#39.920149,西钓鱼台·嘉园停车场(出口),交通设施服务;停车场;停车场出口
海淀区,北京市,116.270627#39.943699,潮男(金四季购物中心),购物服务;服装鞋帽皮具店;品牌服装店
海淀区,北京市,116.343257#39.970694,楼梯(蓝景丽家大钟寺家居广场),室内设施;室内设施;室内设施
海淀区,北京市,116.290672#40.04657,曙光大厦南停车场(出口),交通设施服务;停车场;停车场出口
海淀区,北京市,116.16133#40.094264,土桥,地名地址信息;普通地名;村庄级地名
海淀区,北京市,116.35493#40.065416,日杂百货批发零售,购物服务;购物相关场所;购物相关场所
海淀区,北京市,116.316318#39.946003,李四光纪念馆(南门),通行设施;临街院门;临街院正门
海淀区,北京市,116.301617#39.953098,江龙门窗(厂洼街17号院西南),购物服务;家居建材市场;建材五金市场
海淀区,北京市,116.305244#39.936297,如家酒店停车场,交通设施服务;停车场;公共停车场
海淀区,北京市,116.310825#39.989532,北京大学三角地,风景名胜;风景名胜;风景名胜
海淀区,北京市,116.29182#39.966797,北京市海淀区万柳西路,道路附属设施;警示信息;违章停车
海淀区,北京市,116.322033#39.89997,珏专卖店,购物服务;专卖店;专营店
海淀区,北京市,116.283309#40.033514,江苏银行(北京上地支行),金融保险服务;银行;银行
海淀区,北京市,116.294448#39.967307,中原地产,生活服务;中介机构;中介机构
海淀区,北京市,116.276085#39.942451,金雅园社区居委会,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
海淀区,北京市,116.318657#39.903249,城建口腔诊所,医疗保健服务;专科医院;口腔医院
海淀区,北京市,116.369408#39.992237,停车场(出入口),交通设施服务;停车场;停车场出入口
海淀区,北京市,116.347313#39.981771,北京航空航天大学,科教文化服务;学校;高等院校
海淀区,北京市,116.301498#39.930887,创利搬家公司,生活服务;搬家公司;搬家公司
海淀区,北京市,116.292498#39.99157,西苑100号南一院,医疗保健服务;医疗保健服务场所;医疗保健服务场所
海淀区,北京市,116.284651#39.918133,99优选酒店(北京西翠路店),住宿服务;宾馆酒店;经济型连锁酒店
海淀区,北京市,116.311161#39.932638,花园桥地铁站B1东北口,交通设施服务;地铁站;出入口
海淀区,北京市,116.26083#39.903965,测绘仪器服务部,购物服务;专卖店;专营店
海淀区,北京市,116.28578#39.958517,康洁整体家居(金源店),购物服务;家居建材市场;家具城
海淀区,北京市,116.279001#39.901534,北京汇达新英航商务服务有限公司,生活服务;售票处;售票处
海淀区,北京市,116.349613#39.993914,北京语言大学女浴室,生活服务;洗浴推拿场所;洗浴推拿场所
海淀区,北京市,116.350382#39.967801,北三环西路入口(北三环方向),地名地址信息;交通地名;城市快速路入口
海淀区,北京市,116.277651#39.906205,残疾人洗手间(解放军总医院301医院门诊楼),公共设施;公共厕所;残障洗手间/无障碍洗手间
海淀区,北京市,116.276876#39.945899,诚品房屋租售中心,生活服务;中介机构;中介机构
海淀区,北京市,116.355606#40.046377,国家重点实验室,科教文化服务;科研机构;科研机构
海淀区,北京市,116.341832#40.030948,中国电信(清河中街东口合作营业厅),生活服务;电讯营业厅;中国电信营业厅
海淀区,北京市,116.276717#39.913228,汉堡王(五棵松卓展店),餐饮服务;快餐厅;快餐厅
海淀区,北京市,116.32572#39.944755,九龙商务C座(西门),通行设施;建筑物门;建筑物门
海淀区,北京市,116.371999#39.976929,花园饭店停车场(出口),交通设施服务;停车场;停车场出口
海淀区,北京市,116.272796#39.909868,六街坊东社区-社区民警治安室,政府机构及社会团体;公检法机构;公检法机关
海淀区,北京市,116.32363#40.028169,尚丰橱柜,购物服务;家居建材市场;厨卫市场
海淀区,北京市,116.370068#39.981143,花园北路游泳健身中心,体育休闲服务;运动场馆;游泳馆
海淀区,北京市,116.372478#39.97071,北京市人防工程标准定额站,政府机构及社会团体;政府及社会团体相关;政府及社会团体相关
海淀区,北京市,116.282049#40.00229,木栅烤涮馆,餐饮服务;中餐厅;中餐厅
海淀区,北京市,116.249517#40.00631,中国林业科学研究院10号楼,地名地址信息;门牌信息;楼栋号
海淀区,北京市,116.260863#39.917941,天顺仁和写字楼,商务住宅;楼宇;商务写字楼
海淀区,北京市,116.326116#39.966354,戴梦得(双安商场),购物服务;专卖店;珠宝首饰工艺品
海淀区,北京市,116.279053#39.901702,售全国火车票飞机票汽车票代售处,生活服务;售票处;售票处
海淀区,北京市,116.342647#40.032236,满记清真小吃店(清河三街店),餐饮服务;中餐厅;清真菜馆
海淀区,北京市,116.23481#39.930519,快捷洗衣吧(什坊院店),生活服务;洗衣店;洗衣店
海淀区,北京市,116.327266#40.047226,安宁华庭停车场(入口),交通设施服务;停车场;停车场入口
海淀区,北京市,116.29875#39.940196,十里香饺子馆,餐饮服务;中餐厅;特色/地方风味餐厅
海淀区,北京市,116.309025#39.966141,锦州烧烤,餐饮服务;中餐厅;特色/地方风味餐厅
海淀区,北京市,116.323144#39.96059,望京小腰烧烤吧,餐饮服务;中餐厅;特色/地方风味餐厅
海淀区,北京市,116.288914#39.958015,世纪美术馆,科教文化服务;美术馆;美术馆
海淀区,北京市,116.29222#39.936796,中国福利彩票,生活服务;彩票彩券销售点;彩票彩券销售点
海淀区,北京市,116.332349#40.027661,老潼关肉夹馍(五彩城店),餐饮服务;中餐厅;特色/地方风味餐厅
海淀区,北京市,116.257002#39.973883,龙禹洗车服务,汽车服务;汽车服务相关;汽车服务相关
海淀区,北京市,116.247227#39.963487,玉虹南街,地名地址信息;交通地名;道路名
海淀区,北京市,116.344099#40.058039,北京市全科医师社区培训全科医学社区培训,科教文化服务;培训机构;培训机构
海淀区,北京市,116.266259#39.91,禾记麻辣烫(天客隆店),餐饮服务;餐饮相关场所;餐饮相关
海淀区,北京市,116.230206#40.053941,北京市西六建材工贸公司,公司企业;公司;商业贸易
海淀区,北京市,116.267289#39.936817,十三行精品,购物服务;专卖店;专营店
海淀区,北京市,116.321396#39.957795,北京理工大学中关村校区车辆工程系,科教文化服务;学校;高等院校
海淀区,北京市,116.313779#39.92101,嘉宾传媒,科教文化服务;传媒机构;传媒机构
海淀区,北京市,116.325172#39.94595,建筑设计院家属院,商务住宅;住宅区;宿舍
海淀区,北京市,116.328783#39.965672,北京梁月心口腔诊所,医疗保健服务;专科医院;口腔医院
海淀区,北京市,116.33907#39.991546,iphone专业维修贴膜(BHG华联百货店),生活服务;生活服务场所;生活服务场所
海淀区,北京市,116.380065#39.975216,腾飞装饰材料总汇,购物服务;家居建材市场;家居建材市场
海淀区,北京市,116.27154#39.94416,川北凉粉,餐饮服务;快餐厅;快餐厅
海淀区,北京市,116.301179#39.90838,博师教育,科教文化服务;培训机构;培训机构
海淀区,北京市,116.199467#40.101894,北京海乐通商贸有限公司,公司企业;公司;商业贸易
海淀区,北京市,116.288042#39.916339,万寿庄路,地名地址信息;交通地名;道路名
海淀区,北京市,116.349954#39.97691,颐慧佳园-A区5号楼,地名地址信息;门牌信息;楼栋号
海淀区,北京市,116.334695#39.991677,华清嘉园精装公寓,住宿服务;住宿服务相关;住宿服务相关
海淀区,北京市,116.282598#39.961302,木北护肤造型(金源店),生活服务;美容美发店;美容美发店
海淀区,北京市,116.311702#40.039573,北京永光电子有限公司,公司企业;公司;机械电子
海淀区,北京市,116.323451#40.006077,清华大学文科信息中心实验室,科教文化服务;科研机构;科研机构
海淀区,北京市,116.165237#40.054012,温北路与温阳路交叉口,地名地址信息;交通地名;路口名
海淀区,北京市,116.30901#40.041803,207(如家快捷酒店),室内设施;室内设施;室内设施
海淀区,北京市,116.252135#40.047462,海淀区节约用水事务管理中心,政府机构及社会团体;政府机关;区县级政府及事业单位
海淀区,北京市,116.345092#40.036427,北京大学人民医院(清河分院),医疗保健服务;专科医院;专科医院
海淀区,北京市,116.276875#39.942567,水果超市(金雅园社区卫生服务站东),购物服务;综合市场;果品市场
海淀区,北京市,116.303829#39.908178,男卫生间(翠微百货翠微店A座),公共设施;公共厕所;男洗手间
海淀区,北京市,116.223258#39.979768,门头馨园-北区10号楼,地名地址信息;门牌信息;楼栋号
海淀区,北京市,116.36632#39.982791,北大医疗儿童发展中心(花园路),医疗保健服务;医疗保健服务场所;医疗保健服务场所
海淀区,北京市,116.28631#39.956876,鹏安世纪大厦,商务住宅;楼宇;商务写字楼
海淀区,北京市,116.335395#39.987813,9栋1单元,地名地址信息;门牌信息;门牌信息
海淀区,北京市,116.310173#39.949485,万寿寺公寓区(西门),通行设施;临街院门;临街院正门
海淀区,北京市,116.339377#40.00586,北京双清明月商贸有限公司,公司企业;公司;商业贸易
海淀区,北京市,116.331893#39.900404,小马厂社区装修工程部,购物服务;家居建材市场;建材五金市场
海淀区,北京市,116.359324#39.980187,北京赵承勇家庭公寓,住宿服务;旅馆招待所;旅馆招待所
海淀区,北京市,116.321332#40.018623,艺发情丝达美发店,生活服务;美容美发店;美容美发店
海淀区,北京市,116.351769#40.000181,北京慧摩森电子系统技术有限公司,公司企业;公司;机械电子
海淀区,北京市,116.30454#40.027786,树村村委会,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
海淀区,北京市,116.365884#39.985457,飞利信大厦(西门),通行设施;建筑物门;建筑物正门
海淀区,北京市,116.309411#39.972345,中国人民大学北区食堂,餐饮服务;中餐厅;中餐厅
海淀区,北京市,116.257346#39.947763,云南大理寺过桥米线(佟家坟店),餐饮服务;中餐厅;特色/地方风味餐厅
海淀区,北京市,116.350006#39.945788,无名缘米粉,餐饮服务;中餐厅;特色/地方风味餐厅
海淀区,北京市,116.342597#39.970005,实创装饰(大钟寺店),公司企业;公司;广告装饰
海淀区,北京市,116.312649#39.978388,海淀区政府行政调解接待室,政府机构及社会团体;政府机关;区县级政府及事业单位
海淀区,北京市,116.327941#39.966899,报刊亭,公共设施;报刊亭;报刊亭
海淀区,北京市,116.278081#39.914509,渤海银行(北京紫金长安社区支行),金融保险服务;银行;银行
海淀区,北京市,116.25325#40.04933,百旺茉莉园1期6号楼,地名地址信息;门牌信息;楼栋号
海淀区,北京市,116.310602#39.986212,北京新奥阳光科技有限公司,公司企业;公司;公司
海淀区,北京市,116.26931#39.909785,航天便民菜篮子干鲜果品仓储中心,购物服务;超级市场;超市
海淀区,北京市,116.26021#39.923188,葫芦垡村1区49号楼,地名地址信息;门牌信息;楼栋号
海淀区,北京市,116.334667#39.992175,洗来雅绿色干洗,生活服务;洗衣店;洗衣店
海淀区,北京市,116.327444#40.026156,兴凤华茶艺馆,餐饮服务;茶艺馆;茶艺馆
海淀区,北京市,116.333437#39.927526,nivea,购物服务;个人用品/化妆品店;其它个人用品店
海淀区,北京市,116.324123#39.952754,停车场,交通设施服务;停车场;公共停车场
海淀区,北京市,116.327152#39.951597,中国邮政二十小时自助银行服务,金融保险服务;自动提款机;自动提款机
海淀区,北京市,116.282178#39.900481,上品折扣停车场(入囗),交通设施服务;停车场;停车场入口
海淀区,北京市,116.266079#39.905893,永定路东街,地名地址信息;交通地名;道路名
海淀区,北京市,116.30582#39.965539,诚信修鞋店(小南庄斜街),生活服务;生活服务场所;生活服务场所
海淀区,北京市,116.324754#39.979041,中国体育彩票,生活服务;彩票彩券销售点;彩票彩券销售点
海淀区,北京市,116.348581#40.034761,永泰园(中区),商务住宅;住宅区;住宅小区
海淀区,北京市,116.212353#40.114306,上庄镇社区卫生服务中心,医疗保健服务;综合医院;卫生院
海淀区,北京市,116.091705#40.102763,万缘茶棚,餐饮服务;茶艺馆;茶艺馆
海淀区,北京市,116.303056#40.005616,公共厕所,公共设施;公共厕所;公共厕所
海淀区,北京市,116.306462#39.978329,联想(长远天地大厦B1座),购物服务;家电电子卖场;数码电子
海淀区,北京市,116.294759#39.996852,万泉河路辅路与颐和园路交叉口,地名地址信息;交通地名;路口名
海淀区,北京市,116.376316#39.981983,五粮液(龙翔路),购物服务;专卖店;烟酒专卖店
海淀区,北京市,116.371078#39.95734,北京师范大学(公交站),交通设施服务;公交车站;公交车站相关
海淀区,北京市,116.295052#39.887871,莲宝路口南(公交站),交通设施服务;公交车站;公交车站相关
海淀区,北京市,116.301189#39.909167,张亮麻辣烫(翠微店),餐饮服务;中餐厅;特色/地方风味餐厅
海淀区,北京市,116.304763#39.987337,皓丽会议平板(北京线下体验店),购物服务;家电电子卖场;数码电子
海淀区,北京市,116.28267#40.002216,公共厕所,公共设施;公共厕所;公共厕所
海淀区,北京市,116.309865#39.954402,报刊亭,公共设施;报刊亭;报刊亭
海淀区,北京市,116.279553#39.965699,曙光办公中心社保所,政府机构及社会团体;政府及社会团体相关;政府及社会团体相关
海淀区,北京市,116.369493#39.991784,中国建设银行(齐园路储蓄所)(装修中),金融保险服务;银行;中国建设银行
海淀区,北京市,116.315649#40.042487,金泰富地大厦(南门),通行设施;临街院门;临街院门
海淀区,北京市,116.298478#40.041536,八维教育科技楼6(南门),通行设施;建筑物门;建筑物门
海淀区,北京市,116.328735#39.929251,三里河路9号院13号楼,地名地址信息;门牌信息;楼栋号
海淀区,北京市,116.227229#39.94254,六部口涮肉(巨山店),餐饮服务;中餐厅;火锅店
海淀区,北京市,116.268982#40.024755,天秀北路与龙背村路交叉口,地名地址信息;交通地名;路口名
海淀区,北京市,116.346268#39.976647,聚汇玩桌游台球棋牌轰趴馆,体育休闲服务;体育休闲服务场所;体育休闲服务场所
海淀区,北京市,116.242568#40.049326,颐和山庄74号公寓,住宿服务;旅馆招待所;旅馆招待所
海淀区,北京市,116.33332#39.92761,za(甘家口百货),购物服务;个人用品/化妆品店;其它个人用品店
海淀区,北京市,116.279522#39.900572,莱尔斯丹(上品折扣五棵松店),购物服务;服装鞋帽皮具店;品牌鞋店
海淀区,北京市,116.309312#40.05216,融通高科大厦,商务住宅;楼宇;商务写字楼
海淀区,北京市,116.286646#39.936929,颐慧佳园停车场,交通设施服务;停车场;专用停车场
海淀区,北京市,116.325302#39.999371,彩票销售店,生活服务;彩票彩券销售点;彩票彩券销售点
海淀区,北京市,116.357487#39.995169,中国工商银行ATM,金融保险服务;自动提款机;中国工商银行ATM
海淀区,北京市,116.294259#40.034431,开心玩国,体育休闲服务;休闲场所;游乐场
海淀区,北京市,116.322556#39.956662,旺轩养生(魏公村店),生活服务;洗浴推拿场所;洗浴推拿场所
海淀区,北京市,116.290745#39.997664,公共厕所,公共设施;公共厕所;公共厕所
海淀区,北京市,116.317212#39.923378,节能办公室,政府机构及社会团体;政府机关;政府机关相关
海淀区,北京市,116.206681#39.990489,百强洗衣店,生活服务;洗衣店;洗衣店
海淀区,北京市,116.277019#39.913757,尚飞杨(卓展购物中心),购物服务;专卖店;专营店
海淀区,北京市,116.304739#39.908648,翠微大厦停车场(出口),交通设施服务;停车场;停车场出口
海淀区,北京市,116.230109#40.023179,长山采摘园,体育休闲服务;休闲场所;采摘园
海淀区,北京市,116.355785#39.981655,报刊亭,公共设施;报刊亭;报刊亭
海淀区,北京市,116.314783#40.020599,尚威尔青少年体育培训(体大校区),科教文化服务;科教文化场所;科教文化场所
海淀区,北京市,116.335918#40.043493,车辆保险出单办理处,政府机构及社会团体;政府机关;政府机关相关
海淀区,北京市,116.257849#39.9206,东子宠物店,购物服务;专卖店;宠物用品店
海淀区,北京市,116.37012#40.035435,老马粮油,购物服务;综合市场;农副产品市场
海淀区,北京市,116.297023#39.908376,苏松府生煎(晶品店),餐饮服务;快餐厅;快餐厅
海淀区,北京市,116.33409#39.98704,捷之信汽车服务(途虎银谷大厦店),汽车服务;汽车服务相关;汽车服务相关
海淀区,北京市,116.3777#39.982353,北京爱德汽车维修中心,汽车维修;汽车综合维修;汽车综合维修
海淀区,北京市,116.300651#39.966985,阳春新纪元社区,地名地址信息;普通地名;村庄级地名
海淀区,北京市,116.326268#39.971885,东里北社区人民调解委员会,政府机构及社会团体;政府机关;乡镇级政府及事业单位
海淀区,北京市,116.338143#39.973265,龙文教育(知春路分校),科教文化服务;科教文化场所;科教文化场所
海淀区,北京市,116.309983#39.952153,晋丰老号刀削面(西三环店),餐饮服务;中餐厅;中餐厅
海淀区,北京市,116.352683#39.958584,小陈家重庆小面,餐饮服务;快餐厅;快餐厅
海淀区,北京市,116.270023#39.917841,世纪华联超市(金沟河路店),购物服务;超级市场;超市
海淀区,北京市,116.310067#39.97636,饭当家(苏州街店),餐饮服务;中餐厅;中餐厅
海淀区,北京市,116.314624#39.93322,佳牧水果超市(花园桥店),购物服务;综合市场;果品市场
海淀区,北京市,116.344294#39.968287,A.O.史密斯(北京大钟寺家居专卖店),购物服务;家居建材市场;厨卫市场
海淀区,北京市,116.30124#39.96779,万柳新天地,商务住宅;住宅区;住宅区
海淀区,北京市,116.28081#39.91068,女洗手间(乐视体育生态中心玉渊潭南路),公共设施;公共厕所;女洗手间
海淀区,北京市,116.292226#39.946881,德国蜂蜜代理商,购物服务;便民商店/便利店;便民商店/便利店
海淀区,北京市,116.277825#40.023557,中国农业大学西校区西院7号楼,地名地址信息;门牌信息;楼栋号
海淀区,北京市,116.318689#39.90654,京西宾馆,住宿服务;宾馆酒店;五星级宾馆
海淀区,北京市,116.330884#40.027933,博智园教育,科教文化服务;培训机构;培训机构
海淀区,北京市,116.324322#39.953525,中国银河证券(中关村南大街),金融保险服务;证券公司;证券公司
海淀区,北京市,116.341762#39.964424,办公椅(华杰大厦),室内设施;室内设施;室内设施
海淀区,北京市,116.340891#40.047241,甜蜜蜜蛋糕,餐饮服务;餐饮相关场所;餐饮相关
海淀区,北京市,116.368718#39.977727,杨国福麻辣烫(花园北路店),餐饮服务;中餐厅;特色/地方风味餐厅
海淀区,北京市,116.32668#39.948794,中国气象科学研究院,科教文化服务;科研机构;科研机构
海淀区,北京市,116.337814#40.058685,邮政研究院(公交站),交通设施服务;公交车站;公交车站相关
海淀区,北京市,116.210051#39.971975,海淀区第四实验小学,科教文化服务;学校;小学
海淀区,北京市,116.286473#39.957188,北京市海淀区远大路远大东路北口至远大中路北口段,道路附属设施;警示信息;违章停车
海淀区,北京市,116.245066#40.001906,海尔空调(香山路),购物服务;家电电子卖场;家电电子卖场
海淀区,北京市,116.359941#39.980857,北京缘梦家庭旅馆,住宿服务;旅馆招待所;旅馆招待所
海淀区,北京市,116.211987#40.108477,韩国新生活化妆品(上庄总店),购物服务;个人用品/化妆品店;其它个人用品店
海淀区,北京市,116.357992#40.029483,睿正堂教育(永泰中路),科教文化服务;学校;幼儿园
海淀区,北京市,116.301558#39.897781,翠微路25号院52号楼,地名地址信息;门牌信息;楼栋号
海淀区,北京市,116.347981#40.025975,清河南大街与滨河路交叉口,地名地址信息;交通地名;路口名
海淀区,北京市,116.288115#39.908473,烟酒销售(复兴路),购物服务;专卖店;烟酒专卖店
海淀区,北京市,116.280393#39.941034,西荣阁写字楼(北门),通行设施;临街院门;临街院门
海淀区,北京市,116.277604#39.913087,楼梯(蓝色港湾购物中心北区),室内设施;室内设施;室内设施
海淀区,北京市,116.278853#39.901891,沙窝街,地名地址信息;交通地名;道路名
海淀区,北京市,116.281938#40.044532,北星咖啡NorthStarCafe,餐饮服务;外国餐厅;外国餐厅
海淀区,北京市,116.29484#39.973137,B-187(北京华联万柳购物中心),室内设施;室内设施;室内设施
海淀区,北京市,116.335876#39.9458,本山关街到动物园社区党委支部党员电教播放站,政府机构及社会团体;政府及社会团体相关;政府及社会团体相关
海淀区,北京市,116.204907#39.994432,超市发超市(香山店),购物服务;超级市场;超市
海淀区,北京市,116.271577#39.90553,供暖收费,生活服务;生活服务场所;生活服务场所
海淀区,北京市,116.347724#40.04037,小营东路8号院,商务住宅;楼宇;商务写字楼
海淀区,北京市,116.239342#39.929049,安格大厦,商务住宅;楼宇;商务写字楼
海淀区,北京市,116.296586#39.967661,乾元丹溪堂中医门诊部,医疗保健服务;诊所;诊所
海淀区,北京市,116.319793#39.933671,紫竹院南路,地名地址信息;交通地名;道路名
海淀区,北京市,116.377231#39.991361,健翔桥与G6京藏高速交叉口,地名地址信息;交通地名;路口名
海淀区,北京市,116.382561#40.062145,中国体育彩票,生活服务;彩票彩券销售点;彩票彩券销售点
海淀区,北京市,116.367056#39.960717,北京师范大学敬文讲堂(南门),通行设施;建筑物门;建筑物正门
海淀区,北京市,116.354586#39.992201,北京科技大学土木与资源工程学院,科教文化服务;学校;高等院校
海淀区,北京市,116.32442#39.98236,云端私享汇,生活服务;生活服务场所;生活服务场所
海淀区,北京市,116.333917#39.96348,停车场(出入口),交通设施服务;停车场;停车场出入口
海淀区,北京市,116.301283#39.939167,凯迪洗衣店(双紫小区东南),生活服务;洗衣店;洗衣店
海淀区,北京市,116.273115#39.954931,常青村,地名地址信息;普通地名;村庄级地名
海淀区,北京市,116.32354#39.96508,快乐玛丽(华宇时尚店),购物服务;服装鞋帽皮具店;品牌鞋店
海淀区,北京市,116.301783#39.949096,北方朗悦(紫竹桥店),住宿服务;宾馆酒店;宾馆酒店
海淀区,北京市,116.270379#39.94376,男洗手间(金四季购物中心),公共设施;公共厕所;男洗手间
海淀区,北京市,116.242091#40.070542,用友软件园北区16号楼停车场,交通设施服务;停车场;停车场相关
海淀区,北京市,116.357758#39.94633,北京时运发汽配经营部,汽车服务;汽车配件销售;汽车配件销售
海淀区,北京市,116.322056#39.954258,ACE密室体验馆,体育休闲服务;娱乐场所;娱乐场所
海淀区,北京市,116.270789#39.95354,优贝百祺儿童用品有限公司,公司企业;公司;公司
海淀区,北京市,116.23881#39.927262,固特异轮胎(砂石厂路),汽车服务;汽车配件销售;汽车配件销售
海淀区,北京市,116.306346#39.907915,翠微广场停车场(出口),交通设施服务;停车场;停车场出口
海淀区,北京市,116.25258#39.936127,润川财富,金融保险服务;金融保险服务机构;金融保险机构
海淀区,北京市,116.316528#39.96526,四通桥西(公交站),交通设施服务;公交车站;公交车站相关
海淀区,北京市,116.338541#40.030674,清河毛纺南小区4号楼,地名地址信息;门牌信息;楼栋号
海淀区,北京市,116.359855#39.97627,元大都城垣遗址公园-紫薇入画,风景名胜;风景名胜;风景名胜
海淀区,北京市,116.369109#40.040055,宝盛北里西区1号楼,地名地址信息;门牌信息;楼栋号
海淀区,北京市,116.359275#40.009341,如意家具(滨河路),购物服务;家居建材市场;家具城
海淀区,北京市,116.25714#40.049263,盛世地产(永丰路),生活服务;中介机构;中介机构
海淀区,北京市,116.323767#39.985307,中关村37号楼-一单元,地名地址信息;门牌信息;门牌信息
海淀区,北京市,116.32744#39.990718,北京银行ATM(水清木华园西),金融保险服务;自动提款机;北京银行ATM
海淀区,北京市,116.322447#39.977775,中关村941号楼-四单元,地名地址信息;门牌信息;门牌信息
海淀区,北京市,116.277233#39.928069,致远众合消防,购物服务;家居建材市场;家居建材市场
海淀区,北京市,116.314316#39.928744,中央国家机关公务员住宅小区(增光路),商务住宅;住宅区;住宅小区
海淀区,北京市,116.311781#39.979393,中国电子大厦(南门),通行设施;建筑物门;建筑物门
海淀区,北京市,116.312062#39.909327,天津银行24小时自助银行(北京新兴桥支行),金融保险服务;自动提款机;自动提款机
海淀区,北京市,116.335328#39.999186,光华路,地名地址信息;交通地名;道路名
海淀区,北京市,116.361282#39.965938,北京先讯科技发展有限公司,公司企业;公司;网络科技
海淀区,北京市,116.343209#39.945104,高梁桥斜街59号院18号楼-1单元,商务住宅;住宅区;住宅区
海淀区,北京市,116.27626#39.91383,楼梯(蓝色港湾购物中心北区),室内设施;室内设施;室内设施
海淀区,北京市,116.37209#40.032483,西康足道保健SPA棋牌,体育休闲服务;娱乐场所;棋牌室
海淀区,北京市,116.277141#40.029349,中发百旺商城(东北1门),通行设施;建筑物门;建筑物门
海淀区,北京市,116.321671#39.987579,北京市社会保险合作银行,金融保险服务;银行;银行
海淀区,北京市,116.293812#40.03142,艺美同心教育,科教文化服务;培训机构;培训机构
海淀区,北京市,116.209519#39.963898,香山艺墅17号楼,地名地址信息;门牌信息;楼栋号
海淀区,北京市,116.247137#40.039639,苏果生活购物中心,购物服务;超级市场;超市
海淀区,北京市,116.36749#39.977135,钟表维修(翠微百货),生活服务;维修站点;维修站点
海淀区,北京市,116.316943#39.951826,西单酸辣粉,餐饮服务;快餐厅;快餐厅
海淀区,北京市,116.310437#39.984445,理想国际大厦(东门),通行设施;建筑物门;建筑物门
海淀区,北京市,116.346754#39.944541,汇佳幼儿园长河湾分园(正门),通行设施;通行设施;通行设施
海淀区,北京市,116.228417#39.927577,派多格宠物(西山国际城店),购物服务;专卖店;宠物用品店
海淀区,北京市,116.32605#40.049425,安路,购物服务;购物相关场所;购物相关场所
海淀区,北京市,116.306854#39.976226,朗天鑫业信息工程技术有限公司,公司企业;公司;网络科技
海淀区,北京市,116.369476#39.991384,北京曲园宾馆,住宿服务;住宿服务相关;住宿服务相关
海淀区,北京市,116.229775#40.029706,北京市中关村外国语学校(海淀校区),科教文化服务;学校;中学
